"","slp.9634.5","u850.9836","v850.9634.5","v500.9635.5","v250.96.736","t850.9634.5","t250.9835","q850.9635","q500.9635.5","q250.9634.5","h850.9834.5","v10m.9836","ts.9634.5"
"1",102767.6328125,1.05689561367035,-8.13712787628174,24.9348545074463,43.4975700378418,266.973754882812,222.715042114258,0.00208401679992676,0.000414301961427554,2.27447599172592e-05,1484.38269042969,-7.70578575134277,262.156188964844
"2",103833.8203125,9.71656322479248,-13.7662401199341,-8.73357677459717,-5.37010431289673,257.715850830078,224.47216796875,0.000527501106262207,8.05829986347817e-05,5.65530126550584e-06,1548.95666503906,-2.65505504608154,256.336486816406
"3",103525.09375,4.00414276123047,1.94876003265381,-13.203296661377,-18.9469776153564,266.475219726562,220.118530273438,0.000862280547153205,0.000463152915472165,6.02447726123501e-05,1546.43957519531,1.99261581897736,258.702239990234
"4",103462.09375,1.53549480438232,7.88478803634644,-3.41158604621887,0.0172044094651937,270.791900634766,219.7626953125,0.00253629684448242,0.000926891982089728,5.33933452970814e-05,1557.92431640625,0.792141497135162,265.309478759766
"5",103250.71875,3.6505868434906,4.27390956878662,-0.152761921286583,-8.00499725341797,272.893280029297,217.778137207031,0.00360314059071243,0.000667572021484375,3.00823394354666e-05,1550.96911621094,-4.3807578086853,270.692260742188
"6",102740.71875,7.06047630310059,3.34143042564392,7.93292951583862,15.0682992935181,273.174835205078,215.541885375977,0.00335137057118118,0.00102623307611793,4.14277128584217e-05,1494.82421875,-1.46459090709686,262.644470214844
"7",102252.3828125,1.76721513271332,-4.82863330841064,9.8355770111084,18.3173656463623,269.254150390625,218.626525878906,0.00264640641398728,0.000635435164440423,2.02922765311087e-05,1466.39782714844,-4.84474420547485,266.213287353516
"8",103461.8046875,8.31258773803711,-13.2923011779785,-11.7044267654419,-12.6009359359741,264.084503173828,219.548141479492,0.000395933777326718,8.99558290257119e-05,9.79099422693253e-06,1540.38708496094,-1.19878172874451,258.965362548828
"9",103161.1015625,4.41220235824585,1.84074974060059,-8.98513507843018,-5.67686223983765,271.133026123047,215.448654174805,0.00208950042724609,0.000229448705795221,1.92262232303619e-05,1535.03698730469,2.2211537361145,260.196899414062
"10",102946.4296875,1.52492034435272,5.3870587348938,3.81850838661194,1.28234875202179,271.499481201172,215.813461303711,0.00257468223571777,0.000752071558963507,2.56523489952087e-05,1528.31140136719,-0.297004759311676,265.55126953125
"11",102600.84375,4.12976121902466,9.62974834442139,0.468233197927475,-24.9348697662354,271.977386474609,217.75456237793,0.0032811164855957,0.000490536272991449,3.55485826730728e-05,1497.88952636719,1.76569855213165,270.657501220703
"12",101407.3671875,4.21696710586548,12.3063621520996,-1.12000966072083,-15.1556930541992,276.754272460938,220.615280151367,0.00433921813964844,0.00101427233312279,7.48634338378906e-05,1418.67907714844,4.70945119857788,269.791809082031
"13",100886.1484375,1.36279153823853,-0.6752570271492,9.5955696105957,19.5099449157715,272.340209960938,223.179138183594,0.00325584411621094,0.000910335511434823,3.85974235541653e-05,1378.8564453125,-6.95608949661255,271.676940917969
"14",103151.9375,4.75009298324585,-15.1570463180542,-15.2334823608398,-22.000825881958,265.301452636719,220.769577026367,0.00107866525650024,0.000232194855925627,1.65519304573536e-05,1511.20349121094,-4.60612440109253,263.934906005859
"15",102876.4765625,13.1293067932129,11.8268823623657,2.26703906059265,7.30347061157227,272.530456542969,220.092956542969,0.00119233131408691,0.00156776106450707,7.86234959377907e-05,1504.92614746094,7.27588891983032,266.441986083984
"16",102136.625,10.0998077392578,8.77535438537598,5.71448278427124,15.7530975341797,281.030914306641,219.157638549805,0.00281667709350586,0.00123063719365746,7.09171072230674e-05,1500.19885253906,4.85224962234497,274.600738525391
"17",102095.1484375,8.42044162750244,7.00396156311035,3.97508549690247,17.6386775970459,283.305450439453,221.477828979492,0.00349346804432571,0.00116304552648216,8.90915616764687e-05,1526.61853027344,-0.0403119027614594,277.736785888672
"18",101934.0703125,2.29429602622986,11.7919540405273,9.47978496551514,19.8274822235107,284.359710693359,220.402236938477,0.00720246648415923,0.00164663791656494,8.68489369167946e-05,1512.70495605469,2.43398880958557,279.778900146484
"19",101014.0078125,9.68544769287109,8.99399662017822,11.6118631362915,25.203893661499,283.890045166016,219.171936035156,0.00448735570535064,0.000723268545698375,6.20062128291465e-05,1449.47314453125,1.95042943954468,287.326629638672
"20",100331.8203125,2.22469067573547,-7.55952215194702,8.99663925170898,14.2049150466919,277.495880126953,226.051010131836,0.00343767809681594,0.000593006610870361,1.31581618916243e-05,1374.80432128906,-6.46991205215454,279.411773681641
"21",101280.7734375,7.02814531326294,-21.1707820892334,-21.878210067749,-25.3717975616455,266.335388183594,221.901229858398,0.00177856290247291,0.000319981016218662,1.15125440061092e-05,1430.70690917969,-7.08432149887085,275.638427734375
"22",101296.34375,10.6378040313721,5.32956314086914,0.617814242839813,1.21482288837433,275.842102050781,217.814468383789,0.00209760665893555,0.000524212897289544,4.06224280595779e-05,1420.28771972656,6.95322561264038,273.666168212891
"23",100355.3359375,4.64579439163208,3.34685230255127,10.8929786682129,10.6840181350708,271.124725341797,223.691711425781,0.00320069002918899,0.000736931979190558,6.76241097607999e-06,1346.86437988281,-6.25029563903809,275.955108642578
"24",101752.8203125,7.92565774917603,-15.6424598693848,-21.8688125610352,-23.4439392089844,265.565338134766,220.983963012695,0.000865379988681525,0.000254382699495181,1.39447320179897e-05,1437.10681152344,-2.68864989280701,270.021820068359
"25",101438.03125,6.80207109451294,10.6474380493164,3.5760190486908,3.72806739807129,272.993713378906,222.536544799805,0.00171120965387672,0.0010990301379934,5.82387037866283e-05,1409.29296875,7.21259737014771,271.889404296875
"26",101080.0859375,7.70833826065063,6.81651544570923,7.90591049194336,7.06276082992554,275.465270996094,230.367172241211,0.00479952478781343,0.000785092532169074,2.30419682338834e-05,1403.08264160156,-1.53180491924286,274.996643066406
"27",101394.53125,7.400550365448,-6.76920747756958,-1.48130226135254,5.60950517654419,268.006561279297,232.793151855469,0.00218168902210891,0.000181884810444899,7.57394218453555e-06,1411.80871582031,-5.01480388641357,272.055633544922
"28",102132.6328125,6.51384544372559,-10.5463018417358,-6.51677465438843,0.750959873199463,267.473602294922,228.460037231445,0.00118672847747803,0.00014659266162198,4.89595877297688e-05,1459.427734375,-3.31391644477844,270.204376220703
"29",102263.7578125,0.844811677932739,4.01071882247925,8.66148853302002,18.3981418609619,270.154663085938,227.681594848633,0.00132143497467041,0.000191877290490083,2.02845167223131e-05,1461.10754394531,0.248883232474327,271.289306640625
"30",101857.3515625,7.75938606262207,2.91835999488831,13.0334100723267,14.2981262207031,270.905975341797,226.072616577148,0.00279744458384812,0.000165022909641266,8.47100000100909e-06,1441.419921875,-1.61994028091431,271.973510742188
"31",102841.9375,5.92582082748413,-11.4013109207153,-10.1130514144897,-3.39554762840271,265.182281494141,224.478103637695,0.000863631546963006,0.000134671732666902,1.94177646335447e-05,1492.5234375,-3.32023406028748,267.458160400391
"32",102703.6875,7.57282114028931,3.400954246521,-1.59941041469574,4.58223915100098,268.519195556641,224.241516113281,0.000938653945922852,0.000291275471681729,9.49203968048096e-05,1490.23815917969,5.8265438079834,268.447052001953
"33",101905.2578125,12.3522291183472,9.85304164886475,8.08736324310303,12.4528999328613,275.587432861328,223.881393432617,0.00287969899363816,0.000179288283106871,0.000102785728813615,1467.98425292969,2.81379103660583,274.316986083984
"34",102015.0078125,10.4367876052856,-2.58442163467407,7.01952981948853,19.9167518615723,278.457794189453,223.108963012695,0.00134770071599633,0.000510871410369873,0.000110810004116502,1487.93408203125,-2.13114666938782,273.646484375
"35",102352.90625,3.77237606048584,-0.63207882642746,6.379065990448,24.6104202270508,274.718200683594,222.913650512695,0.001220703125,0.000317792088026181,0.00010633220517775,1498.99621582031,-0.238356173038483,272.650115966797
"36",102476.96875,1.42039835453033,2.1454176902771,7.01011085510254,30.8978118896484,271.702331542969,224.099502563477,0.00284361839294434,0.000493993342388421,0.000114341579319444,1498.48815917969,-1.93593680858612,274.098724365234
"37",101448.7265625,1.80997371673584,3.43273711204529,10.0968265533447,39.7640571594238,273.370391845703,223.225143432617,0.00426896428689361,0.00103378295898438,6.1443388403859e-05,1419.236328125,2.23556780815125,271.929992675781
"38",101706.1953125,1.70961821079254,-7.86775398254395,-8.43643569946289,-4.67446994781494,270.889129638672,219.348526000977,0.00230665993876755,0.000489006459247321,6.30519070909941e-06,1446.88562011719,-2.85340785980225,271.690032958984
"39",101872.25,8.60576915740967,-1.30402290821075,-8.56658840179443,-12.1470108032227,274.856018066406,217.672607421875,0.00243902206420898,0.000395925104385242,1.23009085655212e-05,1462.25927734375,-1.56095254421234,270.523620605469
"40",103473.8828125,4.7814474105835,-8.8719425201416,-19.2400341033936,-22.7895030975342,269.476989746094,219.008056640625,0.000905344903003424,0.000311575829982758,2.83004101220286e-05,1552.12890625,0.49845290184021,266.808044433594
"41",102573.03125,8.34708118438721,5.24832010269165,-7.56310653686523,-11.278431892395,276.311004638672,217.672775268555,0.00231504440307617,0.000302307307720184,1.13582545964164e-05,1514.72717285156,4.82567548751831,271.852020263672
"42",102219.15625,7.03301763534546,4.77119493484497,-10.8438062667847,-22.7939281463623,280.616363525391,217.501541137695,0.0030800502281636,0.000440840929513797,4.13457564718556e-05,1519.69958496094,4.65894556045532,274.850250244141
"43",102048.6640625,0.587990939617157,0.134765431284904,-10.4352293014526,-24.8907337188721,283.202514648438,217.954238891602,0.00255076098255813,0.000575284182559699,4.63637225038838e-05,1522.96838378906,-3.10371422767639,278.113739013672
"44",102074.75,4.37939119338989,3.00258564949036,-12.7374505996704,-37.7665748596191,283.131561279297,223.366394042969,0.00195789337158203,0.00157038366887718,9.32489856495522e-05,1517.71618652344,2.55836057662964,276.820068359375
"45",101023.71875,7.22753667831421,9.91658306121826,-8.1145715713501,-8.69706439971924,288.54833984375,225.354232788086,0.00326212239451706,0.0016933282604441,7.15975984348916e-05,1454.21044921875,4.79512929916382,285.162933349609
"46",100754.8203125,8.46433162689209,0.641101062297821,6.99934005737305,20.9641933441162,289.686126708984,224.101150512695,0.0030219554901123,0.00143933296203613,7.28343948139809e-05,1446.56652832031,-3.17296481132507,286.839874267578
"47",102852.625,-3.49468350410461,-8.50292491912842,4.52516746520996,10.5365915298462,278.485015869141,222.396667480469,0.00229668617248535,0.00121772289276123,3.9541471778648e-05,1521.48205566406,-7.46963500976562,269.984710693359
"48",102940.8125,-0.0374952964484692,1.92991316318512,8.26787090301514,21.0246906280518,272.6337890625,220.825302124023,0.00292015075683594,0.000684022903442383,6.89402222633362e-05,1513.6455078125,-2.38840794563293,270.734832763672
"49",102942.0625,4.85494184494019,-6.89546537399292,-4.43709135055542,2.77436709403992,273.969116210938,217.537673950195,0.00245809555053711,0.000133693218231201,1.36162461785716e-05,1537.48278808594,-1.15572953224182,271.134063720703
"50",102882.8828125,5.09489631652832,5.14109945297241,1.26293480396271,7.09395027160645,276.945709228516,215.990539550781,0.00103225314524025,0.000112556539534125,3.20908911817241e-05,1547.7841796875,6.07597923278809,273.844970703125
"51",101828.65625,9.84565544128418,18.0017261505127,16.5643253326416,19.9735202789307,279.163421630859,216.644714355469,0.00432641291990876,0.000784261792432517,2.62974444922293e-05,1465.61413574219,7.67877769470215,278.199432373047
"52",101575.0859375,3.54535126686096,4.33991432189941,4.65081262588501,8.77812767028809,282.918243408203,217.952163696289,0.0023363430518657,0.000734766304958612,5.53590543859173e-05,1482.5400390625,-0.854533135890961,279.66357421875
"53",101145.2265625,9.86793899536133,16.647102355957,20.1078414916992,32.7242698669434,283.823577880859,218.60498046875,0.00691636418923736,0.000906030938494951,6.25054017291404e-05,1451.94384765625,6.25209951400757,287.861846923828
"54",101225.5,10.5327215194702,2.2861545085907,17.8705081939697,35.3436508178711,283.749847412109,217.957138061523,0.00252842903137207,0.000663161277770996,5.26122748851776e-05,1468.45373535156,-1.48415052890778,286.025665283203
"55",101601.5546875,-3.47005391120911,-3.66836738586426,8.91710567474365,25.6726760864258,279.873260498047,219.6962890625,0.00248436140827835,0.000583082437515259,2.4634102373966e-05,1471.48974609375,-5.56315088272095,275.307464599609
"56",102437.2890625,-1.36521685123444,-21.6521129608154,-21.1032047271729,-28.1476745605469,274.536834716797,220.879516601562,0.00150255358312279,0.000302695989375934,8.78089758771239e-06,1536.53747558594,-6.57097482681274,272.28466796875
"57",102473.28125,3.3470344543457,-5.39694976806641,-10.203293800354,-13.4193964004517,276.243011474609,218.558654785156,0.000937024771701545,0.000742197036743164,4.22621778852772e-05,1532.31164550781,2.02043271064758,275.755279541016
"58",101480.5859375,3.30451512336731,12.2964811325073,10.8299026489258,12.9935026168823,276.395874023438,218.594177246094,0.00208582472987473,0.00128817558288574,2.77534127235413e-05,1442.69921875,7.73559951782227,279.816802978516
"59",100848.46875,3.2124183177948,5.82002115249634,5.0093035697937,5.18583154678345,277.486236572266,221.111740112305,0.00505987787619233,0.000608146190643311,5.42919360668748e-06,1409.88330078125,-0.154329374432564,282.511138916016
"60",101767.1171875,4.89041423797607,-1.79758405685425,-2.76232552528381,-2.71704697608948,277.884155273438,215.374389648438,0.00276978802867234,0.000398203730583191,1.74809247255325e-05,1480.24279785156,2.60900855064392,279.656982421875
